SPX (S&P 500 INDEX),2809.21,-0.71
Oct 17 2018 @ 19:59 ET
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int
2018 Oct 24 2895.00 (SPXW1824J2895),0.87,-0.25,0.90,1.05,114,140,2018 Oct 24 2895.00 (SPXW1824V2895),100.22,+14.82,77.50,85.10,1,197
2018 Oct 24 2900.00 (SPXW1824J2900),0.63,-0.32,0.75,0.90,23,2269,2018 Oct 24 2900.00 (SPXW1824V2900),86.48,-4.67,82.80,89.90,67,442
2018 Oct 24 2905.00 (SPXW1824J2905),0.50,-0.16,0.60,0.75,18,47,2018 Oct 24 2905.00 (SPXW1824V2905),90.15,0.0,87.40,94.60,0,220
2018 Oct 24 2910.00 (SPXW1824J2910),0.48,+0.08,0.55,0.65,7,404,2018 Oct 24 2910.00 (SPXW1824V2910),109.55,0.0,92.60,99.70,0,175
2018 Oct 24 2915.00 (SPXW1824J2915),0.42,+0.17,0.45,0.60,1427,165,2018 Oct 24 2915.00 (SPXW1824V2915),141.58,0.0,97.50,104.60,0,289
2018 Oct 24 2920.00 (SPXW1824J2920),0.40,+0.20,0.40,0.55,7,105,2018 Oct 24 2920.00 (SPXW1824V2920),122.90,-30.95,102.20,109.70,7,135
2018 Oct 24 2925.00 (SPXW1824J2925),0.30,+0.07,0.35,0.50,10,566,2018 Oct 24 2925.00 (SPXW1824V2925),130.35,0.0,107.10,114.30,0,333
2018 Oct 24 2930.00 (SPXW1824J2930),0.30,-0.50,0.30,0.45,50,94,2018 Oct 24 2930.00 (SPXW1824V2930),126.40,-4.30,111.30,121.40,2,83
2018 Oct 24 2935.00 (SPXW1824J2935),0.25,-0.05,0.30,0.40,20,192,2018 Oct 24 2935.00 (SPXW1824V2935),135.60,0.0,116.20,126.60,0,82
2018 Oct 24 2940.00 (SPXW1824J2940),0.20,-0.10,0.25,0.35,1556,452,2018 Oct 24 2940.00 (SPXW1824V2940),129.15,+76.73,121.20,131.40,15,41
2018 Oct 24 2945.00 (SPXW1824J2945),0.25,0.0,0.20,0.35,0,65,2018 Oct 24 2945.00 (SPXW1824V2945),31.20,0.0,126.20,136.30,0,28
2018 Oct 24 2950.00 (SPXW1824J2950),0.20,+0.10,0.20,0.30,40,1660,2018 Oct 24 2950.00 (SPXW1824V2950),155.75,0.0,131.20,141.80,0,11
2018 Oct 24 2955.00 (SPXW1824J2955),0.15,+0.02,0.20,0.30,10,472,2018 Oct 24 2955.00 (SPXW1824V2955),190.66,0.0,136.20,146.00,0,100
2018 Oct 24 2960.00 (SPXW1824J2960),0.15,+0.06,0.15,0.30,40,440,2018 Oct 24 2960.00 (SPXW1824V2960),195.66,0.0,141.10,151.20,0,9
2018 Oct 24 2965.00 (SPXW1824J2965),0.22,0.0,0.15,0.25,0,292,2018 Oct 24 2965.00 (SPXW1824V2965),39.50,0.0,146.10,155.90,0,4
2018 Oct 24 2970.00 (SPXW1824J2970),0.20,+0.05,0.15,0.25,5,394,2018 Oct 24 2970.00 (SPXW1824V2970),203.75,0.0,151.10,161.50,0,90
2018 Oct 24 2975.00 (SPXW1824J2975),0.30,0.0,0.15,0.25,0,3190,2018 Oct 24 2975.00 (SPXW1824V2975),69.83,0.0,156.10,166.70,0,6
2018 Oct 24 2980.00 (SPXW1824J2980),0.14,0.0,0.10,0.25,0,81,2018 Oct 24 2980.00 (SPXW1824V2980),0.0,0.0,161.10,171.70,0,0
2018 Oct 24 2985.00 (SPXW1824J2985),0.09,0.0,0.10,0.25,0,85,2018 Oct 24 2985.00 (SPXW1824V2985),216.57,0.0,166.10,176.70,0,3
2018 Oct 24 2990.00 (SPXW1824J2990),0.06,-0.03,0.10,0.20,6,329,2018 Oct 24 2990.00 (SPXW1824V2990),223.95,0.0,171.10,181.40,0,93
2018 Oct 24 2995.00 (SPXW1824J2995),0.14,+0.10,0.10,0.20,495,188,2018 Oct 24 2995.00 (SPXW1824V2995),226.63,0.0,176.10,185.90,0,3
2018 Oct 24 3000.00 (SPXW1824J3000),0.20,0.0,0.10,0.15,0,1356,2018 Oct 24 3000.00 (SPXW1824V3000),0.0,0.0,181.00,191.10,0,0
2018 Oct 24 3005.00 (SPXW1824J3005),0.15,0.0,0.10,0.20,0,27,2018 Oct 24 3005.00 (SPXW1824V3005),102.00,0.0,186.00,196.40,0,1
2018 Oct 24 3010.00 (SPXW1824J3010),0.18,0.0,0.05,0.20,0,43,2018 Oct 24 3010.00 (SPXW1824V3010),127.40,0.0,191.00,200.70,0,12
2018 Oct 24 3015.00 (SPXW1824J3015),0.10,-1.60,0.05,0.20,930,3,2018 Oct 24 3015.00 (SPXW1824V3015),0.0,0.0,196.00,205.90,0,0
2018 Oct 24 3020.00 (SPXW1824J3020),0.05,-0.14,0.05,0.20,2,1,2018 Oct 24 3020.00 (SPXW1824V3020),127.45,0.0,200.10,211.10,0,5
2018 Oct 24 3025.00 (SPXW1824J3025),0.17,0.0,0.05,0.15,0,369,2018 Oct 24 3025.00 (SPXW1824V3025),0.0,0.0,204.40,216.40,0,0
2018 Oct 24 3030.00 (SPXW1824J3030),0.05,0.0,0.05,0.15,0,663,2018 Oct 24 3030.00 (SPXW1824V3030),0.0,0.0,209.40,221.00,0,0
2018 Oct 24 3035.00 (SPXW1824J3035),0.0,0.0,0.05,0.15,0,0,2018 Oct 24 3035.00 (SPXW1824V3035),0.0,0.0,212.00,228.90,0,0
2018 Oct 24 3040.00 (SPXW1824J3040),0.06,-0.49,0.05,0.15,1500,11,2018 Oct 24 3040.00 (SPXW1824V3040),201.17,0.0,217.00,233.80,0,3
2018 Oct 24 3045.00 (SPXW1824J3045),0.0,0.0,0.05,0.15,0,0,2018 Oct 24 3045.00 (SPXW1824V3045),0.0,0.0,222.20,238.80,0,0
2018 Oct 24 3050.00 (SPXW1824J3050),0.30,0.0,0.05,0.15,0,20,2018 Oct 24 3050.00 (SPXW1824V3050),0.0,0.0,227.00,243.80,0,0
2018 Oct 24 3055.00 (SPXW1824J3055),0.15,0.0,0.05,0.15,0,14,2018 Oct 24 3055.00 (SPXW1824V3055),0.0,0.0,232.40,248.70,0,0
2018 Oct 24 3060.00 (SPXW1824J3060),0.07,0.0, ,0.15,0,10,2018 Oct 24 3060.00 (SPXW1824V3060),0.0,0.0,237.00,253.70,0,0
2018 Oct 24 3065.00 (SPXW1824J3065),0.0,0.0, ,0.15,0,0,2018 Oct 24 3065.00 (SPXW1824V3065),0.0,0.0,242.00,260.50,0,0
2018 Oct 24 3070.00 (SPXW1824J3070),0.0,0.0, ,0.15,0,0,2018 Oct 24 3070.00 (SPXW1824V3070),0.0,0.0,247.00,263.70,0,0
2018 Oct 24 3075.00 (SPXW1824J3075),0.25,0.0, ,0.10,0,3,2018 Oct 24 3075.00 (SPXW1824V3075),0.0,0.0,252.20,270.70,0,0
2018 Oct 24 3080.00 (SPXW1824J3080),0.0,0.0, ,0.10,0,0,2018 Oct 24 3080.00 (SPXW1824V3080),0.0,0.0,257.20,273.70,0,0
2018 Oct 24 3090.00 (SPXW1824J3090),0.10,0.0, ,0.10,0,4,2018 Oct 24 3090.00 (SPXW1824V3090),0.0,0.0,267.20,285.30,0,0
2018 Oct 24 3100.00 (SPXW1824J3100),0.10,0.0, ,0.10,0,130,2018 Oct 24 3100.00 (SPXW1824V3100),0.0,0.0,276.90,293.70,0,0
2018 Oct 24 3110.00 (SPXW1824J3110),0.0,0.0, ,0.10,0,0,2018 Oct 24 3110.00 (SPXW1824V3110),0.0,0.0,286.90,303.70,0,0
2018 Oct 24 3120.00 (SPXW1824J3120),0.0,0.0, ,0.10,0,0,2018 Oct 24 3120.00 (SPXW1824V3120),0.0,0.0,296.90,313.70,0,0
2018 Oct 24 3125.00 (SPXW1824J3125),0.20,0.0, ,0.10,0,7,2018 Oct 24 3125.00 (SPXW1824V3125),0.0,0.0,301.90,318.70,0,0
2018 Oct 24 3130.00 (SPXW1824J3130),0.0,0.0, ,0.10,0,0,2018 Oct 24 3130.00 (SPXW1824V3130),0.0,0.0,306.90,323.70,0,0
2018 Oct 24 3150.00 (SPXW1824J3150),0.0,0.0, ,0.10,0,0,2018 Oct 24 3150.00 (SPXW1824V3150),0.0,0.0,326.90,343.70,0,0
2018 Oct 24 3175.00 (SPXW1824J3175),0.27,0.0, ,0.05,0,2,2018 Oct 24 3175.00 (SPXW1824V3175),0.0,0.0,351.90,368.70,0,0
2018 Oct 24 3200.00 (SPXW1824J3200),0.10,0.0, ,0.05,0,71,2018 Oct 24 3200.00 (SPXW1824V3200),0.0,0.0,376.90,393.60,0,0
2018 Oct 24 3250.00 (SPXW1824J3250),0.0,0.0, ,0.05,0,0,2018 Oct 24 3250.00 (SPXW1824V3250),0.0,0.0,426.90,443.60,0,0
2018 Oct 24 3300.00 (SPXW1824J3300),0.05,0.0, ,0.05,0,926,2018 Oct 24 3300.00 (SPXW1824V3300),0.0,0.0,476.80,493.60,0,0
2018 Oct 24 3350.00 (SPXW1824J3350),0.0,0.0, ,0.05,0,0,2018 Oct 24 3350.00 (SPXW1824V3350),0.0,0.0,526.80,543.60,0,0
2018 Oct 24 3400.00 (SPXW1824J3400),0.0,0.0, ,0.05,0,0,2018 Oct 24 3400.00 (SPXW1824V3400),0.0,0.0,576.80,593.50,0,0
2018 Oct 26 800.00 (SPXW1826J800),0.0,0.0,2005.50,2022.50,0,0,2018 Oct 26 800.00 (SPXW1826V800),0.05,0.0, ,0.05,0,1
2018 Oct 26 900.00 (SPXW1826J900),0.0,0.0,1905.60,1922.30,0,0,2018 Oct 26 900.00 (SPXW1826V900),0.0,0.0, ,0.05,0,0
2018 Oct 26 1000.00 (SPXW1826J1000),0.0,0.0,1805.60,1822.50,0,0,2018 Oct 26 1000.00 (SPXW1826V1000),0.0,0.0, ,0.05,0,0
2018 Oct 26 1100.00 (SPXW1826J1100),0.0,0.0,1705.50,1722.60,0,0,2018 Oct 26 1100.00 (SPXW1826V1100),0.10,0.0, ,0.05,0,10
2018 Oct 26 1200.00 (SPXW1826J1200),0.0,0.0,1605.80,1622.60,0,0,2018 Oct 26 1200.00 (SPXW1826V1200),0.0,0.0, ,0.05,0,0
2018 Oct 26 1300.00 (SPXW1826J1300),0.0,0.0,1505.90,1522.60,0,0,2018 Oct 26 1300.00 (SPXW1826V1300),0.05,0.0, ,0.05,0,1514
2018 Oct 26 1350.00 (SPXW1826J1350),0.0,0.0,1455.90,1472.70,0,0,2018 Oct 26 1350.00 (SPXW1826V1350),0.05,0.0, ,0.05,0,10
2018 Oct 26 1400.00 (SPXW1826J1400),0.0,0.0,1405.80,1422.70,0,0,2018 Oct 26 1400.00 (SPXW1826V1400),0.25,0.0, ,0.05,0,1262
2018 Oct 26 1450.00 (SPXW1826J1450),0.0,0.0,1356.00,1372.70,0,0,2018 Oct 26 1450.00 (SPXW1826V1450),0.10,0.0, ,0.05,0,9876
2018 Oct 26 1500.00 (SPXW1826J1500),0.0,0.0,1305.70,1322.70,0,0,2018 Oct 26 1500.00 (SPXW1826V1500),0.05,0.0, ,0.05,0,1501
2018 Oct 26 1550.00 (SPXW1826J1550),0.0,0.0,1256.10,1272.80,0,0,2018 Oct 26 1550.00 (SPXW1826V1550),0.10,0.0, ,0.05,0,754
2018 Oct 26 1600.00 (SPXW1826J1600),0.0,0.0,1206.10,1222.80,0,0,2018 Oct 26 1600.00 (SPXW1826V1600),0.10,0.0, ,0.05,0,16072
2018 Oct 26 1650.00 (SPXW1826J1650),0.0,0.0,1155.90,1172.90,0,0,2018 Oct 26 1650.00 (SPXW1826V1650),0.15,0.0, ,0.05,0,203
2018 Oct 26 1700.00 (SPXW1826J1700),0.0,0.0,1106.20,1122.90,0,0,2018 Oct 26 1700.00 (SPXW1826V1700),0.14,0.0, ,0.05,0,19348
2018 Oct 26 1750.00 (SPXW1826J1750),0.0,0.0,1056.10,1072.90,0,0,2018 Oct 26 1750.00 (SPXW1826V1750),0.05,0.0, ,0.05,0,8882
2018 Oct 26 1800.00 (SPXW1826J1800),0.0,0.0,1006.10,1023.00,0,0,2018 Oct 26 1800.00 (SPXW1826V1800),0.10,0.0, ,0.05,0,4008
2018 Oct 26 1850.00 (SPXW1826J1850),0.0,0.0,956.30,973.00,0,0,2018 Oct 26 1850.00 (SPXW1826V1850),0.05,-0.05, ,0.05,12,2512
2018 Oct 26 1900.00 (SPXW1826J1900),926.91,0.0,906.30,923.10,0,12,2018 Oct 26 1900.00 (SPXW1826V1900),0.05,-0.05, ,0.10,2,3490
2018 Oct 26 1950.00 (SPXW1826J1950),0.0,0.0,856.10,873.10,0,0,2018 Oct 26 1950.00 (SPXW1826V1950),0.10,-0.10, ,0.10,37,1969
2018 Oct 26 2000.00 (SPXW1826J2000),0.0,0.0,806.00,822.90,0,0,2018 Oct 26 2000.00 (SPXW1826V2000),0.10,-0.05,0.05,0.10,6,1203
2018 Oct 26 2050.00 (SPXW1826J2050),0.0,0.0,756.30,773.20,0,0,2018 Oct 26 2050.00 (SPXW1826V2050),0.10,-0.05,0.05,0.15,10,933
2018 Oct 26 2075.00 (SPXW1826J2075),0.0,0.0,731.50,748.20,0,0,2018 Oct 26 2075.00 (SPXW1826V2075),0.10,0.0,0.05,0.15,5000,0
2018 Oct 26 2100.00 (SPXW1826J2100),0.0,0.0,706.50,723.30,0,0,2018 Oct 26 2100.00 (SPXW1826V2100),0.10,-0.05,0.10,0.15,11,3989
2018 Oct 26 2125.00 (SPXW1826J2125),0.0,0.0,681.60,698.30,0,0,2018 Oct 26 2125.00 (SPXW1826V2125),0.10,-0.10,0.05,0.15,21,1033
2018 Oct 26 2150.00 (SPXW1826J2150),0.0,0.0,654.90,673.10,0,0,2018 Oct 26 2150.00 (SPXW1826V2150),0.18,-0.32,0.10,0.20,143,3465
2018 Oct 26 2175.00 (SPXW1826J2175),0.0,0.0,631.60,648.40,0,0,2018 Oct 26 2175.00 (SPXW1826V2175),0.05,-0.20,0.10,0.20,702,3640
2018 Oct 26 2190.00 (SPXW1826J2190),0.0,0.0,616.20,633.40,0,0,2018 Oct 26 2190.00 (SPXW1826V2190),1.60,0.0,0.10,0.20,0,100
2018 Oct 26 2200.00 (SPXW1826J2200),0.0,0.0,604.60,623.40,0,0,2018 Oct 26 2200.00 (SPXW1826V2200),0.25,0.0,0.15,0.20,0,11298
2018 Oct 26 2210.00 (SPXW1826J2210),0.0,0.0,596.30,613.20,0,0,2018 Oct 26 2210.00 (SPXW1826V2210),0.0,0.0,0.10,0.20,0,0
2018 Oct 26 2220.00 (SPXW1826J2220),0.0,0.0,586.60,603.50,0,0,2018 Oct 26 2220.00 (SPXW1826V2220),0.28,0.0,0.15,0.25,0,5
2018 Oct 26 2225.00 (SPXW1826J2225),0.0,0.0,581.60,598.50,0,0,2018 Oct 26 2225.00 (SPXW1826V2225),0.15,-0.10,0.15,0.25,5,8037
2018 Oct 26 2230.00 (SPXW1826J2230),0.0,0.0,576.70,593.50,0,0,2018 Oct 26 2230.00 (SPXW1826V2230),0.20,0.0,0.15,0.25,100,0
2018 Oct 26 2240.00 (SPXW1826J2240),0.0,0.0,565.80,583.20,0,0,2018 Oct 26 2240.00 (SPXW1826V2240),0.0,0.0,0.15,0.25,0,0
2018 Oct 26 2250.00 (SPXW1826J2250),0.0,0.0,556.00,573.30,0,0,2018 Oct 26 2250.00 (SPXW1826V2250),0.15,-0.15,0.15,0.25,12,1263
2018 Oct 26 2260.00 (SPXW1826J2260),0.0,0.0,546.60,563.60,0,0,2018 Oct 26 2260.00 (SPXW1826V2260),0.0,0.0,0.15,0.25,0,0
2018 Oct 26 2270.00 (SPXW1826J2270),0.0,0.0,536.70,553.60,0,0,2018 Oct 26 2270.00 (SPXW1826V2270),1.85,0.0,0.20,0.30,0,100
2018 Oct 26 2275.00 (SPXW1826J2275),0.0,0.0,531.70,548.60,0,0,2018 Oct 26 2275.00 (SPXW1826V2275),0.20,-0.10,0.20,0.30,15,900
2018 Oct 26 2280.00 (SPXW1826J2280),0.0,0.0,526.60,543.60,0,0,2018 Oct 26 2280.00 (SPXW1826V2280),0.30,-1.65,0.20,0.30,502,36
2018 Oct 26 2290.00 (SPXW1826J2290),0.0,0.0,516.80,533.60,0,0,2018 Oct 26 2290.00 (SPXW1826V2290),0.35,0.0,0.20,0.30,0,400
2018 Oct 26 2300.00 (SPXW1826J2300),0.0,0.0,506.40,523.30,0,0,2018 Oct 26 2300.00 (SPXW1826V2300),0.35,0.0,0.20,0.30,1898,1139
2018 Oct 26 2310.00 (SPXW1826J2310),0.0,0.0,496.80,513.30,0,0,2018 Oct 26 2310.00 (SPXW1826V2310),0.30,-0.10,0.25,0.35,502,667
2018 Oct 26 2320.00 (SPXW1826J2320),0.0,0.0,486.90,503.70,0,0,2018 Oct 26 2320.00 (SPXW1826V2320),0.40,0.0,0.25,0.35,0,90
2018 Oct 26 2325.00 (SPXW1826J2325),0.0,0.0,481.80,498.30,0,0,2018 Oct 26 2325.00 (SPXW1826V2325),0.30,-0.60,0.25,0.35,600,463
2018 Oct 26 2330.00 (SPXW1826J2330),0.0,0.0,475.00,493.70,0,0,2018 Oct 26 2330.00 (SPXW1826V2330),3.10,0.0,0.25,0.40,0,91
2018 Oct 26 2335.00 (SPXW1826J2335),0.0,0.0,471.80,488.70,0,0,2018 Oct 26 2335.00 (SPXW1826V2335),0.35,-2.05,0.25,0.40,4,12
2018 Oct 26 2340.00 (SPXW1826J2340),0.0,0.0,466.80,483.80,0,0,2018 Oct 26 2340.00 (SPXW1826V2340),0.35,-1.25,0.30,0.40,104,136
2018 Oct 26 2345.00 (SPXW1826J2345),0.0,0.0,460.70,478.80,0,0,2018 Oct 26 2345.00 (SPXW1826V2345),0.0,0.0,0.30,0.40,0,0
2018 Oct 26 2350.00 (SPXW1826J2350),0.0,0.0,457.00,473.80,0,0,2018 Oct 26 2350.00 (SPXW1826V2350),0.40,-0.10,0.30,0.40,502,840
2018 Oct 26 2355.00 (SPXW1826J2355),0.0,0.0,451.90,468.80,0,0,2018 Oct 26 2355.00 (SPXW1826V2355),0.40,-0.20,0.30,0.45,4,18
2018 Oct 26 2360.00 (SPXW1826J2360),0.0,0.0,446.90,463.80,0,0,2018 Oct 26 2360.00 (SPXW1826V2360),0.40,-1.40,0.35,0.45,12,56
2018 Oct 26 2365.00 (SPXW1826J2365),0.0,0.0,441.60,458.80,0,0,2018 Oct 26 2365.00 (SPXW1826V2365),0.45,-2.35,0.35,0.45,2,2
2018 Oct 26 2370.00 (SPXW1826J2370),0.0,0.0,436.90,453.90,0,0,2018 Oct 26 2370.00 (SPXW1826V2370),0.45,-0.09,0.35,0.50,104,2664
2018 Oct 26 2375.00 (SPXW1826J2375),0.0,0.0,431.60,448.50,0,0,2018 Oct 26 2375.00 (SPXW1826V2375),0.45,-1.30,0.35,0.50,266,1211
2018 Oct 26 2380.00 (SPXW1826J2380),0.0,0.0,426.70,443.90,0,0,2018 Oct 26 2380.00 (SPXW1826V2380),2.10,0.0,0.40,0.50,0,131
2018 Oct 26 2385.00 (SPXW1826J2385),0.0,0.0,420.60,438.90,0,0,2018 Oct 26 2385.00 (SPXW1826V2385),0.50,0.0,0.40,0.50,4,0
2018 Oct 26 2390.00 (SPXW1826J2390),0.0,0.0,415.90,433.90,0,0,2018 Oct 26 2390.00 (SPXW1826V2390),0.50,-1.50,0.40,0.55,2,92
2018 Oct 26 2395.00 (SPXW1826J2395),0.0,0.0,412.00,429.00,0,0,2018 Oct 26 2395.00 (SPXW1826V2395),0.0,0.0,0.45,0.55,0,0
2018 Oct 26 2400.00 (SPXW1826J2400),0.0,0.0,406.50,424.00,0,0,2018 Oct 26 2400.00 (SPXW1826V2400),0.55,-0.10,0.45,0.55,360,2045
2018 Oct 26 2405.00 (SPXW1826J2405),0.0,0.0,402.10,419.00,0,0,2018 Oct 26 2405.00 (SPXW1826V2405),0.0,0.0,0.45,0.60,0,0
2018 Oct 26 2410.00 (SPXW1826J2410),0.0,0.0,395.50,414.00,0,0,2018 Oct 26 2410.00 (SPXW1826V2410),2.65,0.0,0.50,0.60,0,141
2018 Oct 26 2415.00 (SPXW1826J2415),0.0,0.0,390.50,409.00,0,0,2018 Oct 26 2415.00 (SPXW1826V2415),0.0,0.0,0.50,0.60,0,0
2018 Oct 26 2420.00 (SPXW1826J2420),0.0,0.0,385.50,404.10,0,0,2018 Oct 26 2420.00 (SPXW1826V2420),5.10,0.0,0.50,0.65,0,2229
2018 Oct 26 2425.00 (SPXW1826J2425),0.0,0.0,382.20,399.10,0,0,2018 Oct 26 2425.00 (SPXW1826V2425),0.50,-0.30,0.55,0.65,1000,1905
2018 Oct 26 2430.00 (SPXW1826J2430),0.0,0.0,377.20,394.10,0,0,2018 Oct 26 2430.00 (SPXW1826V2430),2.20,0.0,0.55,0.70,0,195
2018 Oct 26 2435.00 (SPXW1826J2435),0.0,0.0,371.60,389.10,0,0,2018 Oct 26 2435.00 (SPXW1826V2435),1.85,0.0,0.60,0.70,0,2
2018 Oct 26 2440.00 (SPXW1826J2440),0.0,0.0,365.80,383.70,0,0,2018 Oct 26 2440.00 (SPXW1826V2440),0.75,-2.20,0.60,0.70,24,136
2018 Oct 26 2445.00 (SPXW1826J2445),0.0,0.0,361.90,379.20,0,0,2018 Oct 26 2445.00 (SPXW1826V2445),0.80,-3.60,0.60,0.75,4,14
2018 Oct 26 2450.00 (SPXW1826J2450),0.0,0.0,355.90,374.20,0,0,2018 Oct 26 2450.00 (SPXW1826V2450),0.70,-0.20,0.65,0.75,33,1672
2018 Oct 26 2455.00 (SPXW1826J2455),0.0,0.0,352.30,369.20,0,0,2018 Oct 26 2455.00 (SPXW1826V2455),0.65,-4.25,0.65,0.80,5,58
2018 Oct 26 2460.00 (SPXW1826J2460),0.0,0.0,347.00,364.00,0,0,2018 Oct 26 2460.00 (SPXW1826V2460),0.90,-6.00,0.70,0.80,46,63
2018 Oct 26 2465.00 (SPXW1826J2465),0.0,0.0,342.00,359.30,0,0,2018 Oct 26 2465.00 (SPXW1826V2465),0.70,-0.05,0.70,0.85,27,98
2018 Oct 26 2470.00 (SPXW1826J2470),394.20,0.0,337.30,354.30,0,15,2018 Oct 26 2470.00 (SPXW1826V2470),1.20,+0.35,0.75,0.85,2,34
2018 Oct 26 2475.00 (SPXW1826J2475),389.40,0.0,330.80,349.30,0,15,2018 Oct 26 2475.00 (SPXW1826V2475),0.75,-0.30,0.75,0.90,6,452
2018 Oct 26 2480.00 (SPXW1826J2480),0.0,0.0,327.10,344.40,0,0,2018 Oct 26 2480.00 (SPXW1826V2480),1.10,+0.25,0.80,0.90,50,166
2018 Oct 26 2485.00 (SPXW1826J2485),0.0,0.0,321.10,339.40,0,0,2018 Oct 26 2485.00 (SPXW1826V2485),0.95,0.0,0.80,0.95,56,376
2018 Oct 26 2490.00 (SPXW1826J2490),397.40,0.0,317.50,334.40,0,1,2018 Oct 26 2490.00 (SPXW1826V2490),0.95,-1.75,0.85,0.95,21,239
2018 Oct 26 2495.00 (SPXW1826J2495),0.0,0.0,312.20,329.50,0,0,2018 Oct 26 2495.00 (SPXW1826V2495),1.05,-3.75,0.90,1.00,10,90
2018 Oct 26 2500.00 (SPXW1826J2500),278.20,0.0,306.10,324.20,0,7,2018 Oct 26 2500.00 (SPXW1826V2500),1.05,-0.05,0.90,1.05,1267,6351
2018 Oct 26 2505.00 (SPXW1826J2505),0.0,0.0,302.60,319.50,0,0,2018 Oct 26 2505.00 (SPXW1826V2505),1.20,-1.90,0.95,1.05,8,214
2018 Oct 26 2510.00 (SPXW1826J2510),416.56,0.0,297.70,314.50,0,5,2018 Oct 26 2510.00 (SPXW1826V2510),1.15,-3.65,0.95,1.10,258,300
2018 Oct 26 2515.00 (SPXW1826J2515),0.0,0.0,291.20,309.60,0,0,2018 Oct 26 2515.00 (SPXW1826V2515),1.15,-4.60,1.00,1.10,21,112
2018 Oct 26 2520.00 (SPXW1826J2520),0.0,0.0,286.80,304.40,0,0,2018 Oct 26 2520.00 (SPXW1826V2520),1.15,-3.15,1.05,1.15,24,102
2018 Oct 26 2525.00 (SPXW1826J2525),0.0,0.0,282.20,299.70,0,0,2018 Oct 26 2525.00 (SPXW1826V2525),1.25,-0.30,1.05,1.20,1026,2752
2018 Oct 26 2530.00 (SPXW1826J2530),396.64,0.0,277.50,294.70,0,5,2018 Oct 26 2530.00 (SPXW1826V2530),1.25,+0.02,1.10,1.20,10,243
2018 Oct 26 2535.00 (SPXW1826J2535),0.0,0.0,272.70,289.70,0,0,2018 Oct 26 2535.00 (SPXW1826V2535),1.30,-1.00,1.15,1.25,12,58
2018 Oct 26 2540.00 (SPXW1826J2540),0.0,0.0,267.90,284.80,0,0,2018 Oct 26 2540.00 (SPXW1826V2540),1.30,-0.05,1.15,1.30,5,112
2018 Oct 26 2545.00 (SPXW1826J2545),0.0,0.0,262.90,279.80,0,0,2018 Oct 26 2545.00 (SPXW1826V2545),1.25,-0.45,1.20,1.35,8,178
2018 Oct 26 2550.00 (SPXW1826J2550),0.0,0.0,264.60,269.60,0,0,2018 Oct 26 2550.00 (SPXW1826V2550),1.40,-0.31,1.25,1.40,139,1884
2018 Oct 26 2555.00 (SPXW1826J2555),0.0,0.0,259.70,264.70,0,0,2018 Oct 26 2555.00 (SPXW1826V2555),1.45,-0.40,1.30,1.40,4,128
2018 Oct 26 2560.00 (SPXW1826J2560),0.0,0.0,254.70,259.70,0,500,2018 Oct 26 2560.00 (SPXW1826V2560),1.41,-0.11,1.30,1.45,14,233
2018 Oct 26 2565.00 (SPXW1826J2565),0.0,0.0,249.80,254.70,0,0,2018 Oct 26 2565.00 (SPXW1826V2565),2.70,-4.50,1.35,1.50,3,1644
2018 Oct 26 2570.00 (SPXW1826J2570),0.0,0.0,244.80,249.80,0,0,2018 Oct 26 2570.00 (SPXW1826V2570),2.20,-3.00,1.40,1.55,13,1377
2018 Oct 26 2575.00 (SPXW1826J2575),0.0,0.0,239.90,244.80,0,0,2018 Oct 26 2575.00 (SPXW1826V2575),1.70,0.0,1.45,1.60,12,1351
2018 Oct 26 2580.00 (SPXW1826J2580),0.0,0.0,234.90,239.90,0,0,2018 Oct 26 2580.00 (SPXW1826V2580),1.60,-1.46,1.50,1.65,15,1916
2018 Oct 26 2585.00 (SPXW1826J2585),0.0,0.0,230.00,234.90,0,0,2018 Oct 26 2585.00 (SPXW1826V2585),1.75,-0.35,1.55,1.70,18,813
2018 Oct 26 2590.00 (SPXW1826J2590),0.0,0.0,225.10,230.00,0,50,2018 Oct 26 2590.00 (SPXW1826V2590),1.85,-1.15,1.60,1.80,35,117
2018 Oct 26 2595.00 (SPXW1826J2595),0.0,0.0,220.20,225.10,0,0,2018 Oct 26 2595.00 (SPXW1826V2595),1.83,-15.42,1.65,1.85,29,668
2018 Oct 26 2600.00 (SPXW1826J2600),317.60,0.0,215.20,220.10,0,20,2018 Oct 26 2600.00 (SPXW1826V2600),2.01,-0.15,1.75,1.90,930,5270
2018 Oct 26 2605.00 (SPXW1826J2605),0.0,0.0,210.30,215.20,0,0,2018 Oct 26 2605.00 (SPXW1826V2605),2.05,-0.34,1.80,2.00,72,3680
2018 Oct 26 2610.00 (SPXW1826J2610),0.0,0.0,205.40,210.30,0,0,2018 Oct 26 2610.00 (SPXW1826V2610),2.15,-0.65,1.90,2.05,74,406
2018 Oct 26 2615.00 (SPXW1826J2615),0.0,0.0,200.50,205.40,0,0,2018 Oct 26 2615.00 (SPXW1826V2615),2.25,-0.77,1.95,2.15,36,1110
2018 Oct 26 2620.00 (SPXW1826J2620),0.0,0.0,195.60,200.50,0,0,2018 Oct 26 2620.00 (SPXW1826V2620),2.35,-0.15,2.05,2.25,2611,8349
